distribution,algorithm,seed,minute,cumulative_score,minute_score
Powerlaw,AHCFA,8,1,4,4
Powerlaw,AHCFA,8,2,11,7
Powerlaw,AHCFA,8,3,17,6
Powerlaw,AHCFA,8,4,26,9
Powerlaw,AHCFA,8,5,28,2
Powerlaw,AHCFA,8,6,34,6
Powerlaw,AHCFA,8,7,38,4
Powerlaw,AHCFA,8,8,44,6
Powerlaw,AHCFA,8,9,52,8
Powerlaw,AHCFA,8,10,62,10
Powerlaw,AHCFA,8,11,74,12
Powerlaw,AHCFA,8,12,86,12
Powerlaw,AHCFA,9,1,11,11
Powerlaw,AHCFA,9,2,25,14
Powerlaw,AHCFA,9,3,34,9
Powerlaw,AHCFA,9,4,43,9
Powerlaw,AHCFA,9,5,49,6
Powerlaw,AHCFA,9,6,60,11
Powerlaw,AHCFA,9,7,67,7
Powerlaw,AHCFA,9,8,79,12
Powerlaw,AHCFA,9,9,91,12
Powerlaw,AHCFA,9,10,100,9
Powerlaw,AHCFA,9,11,112,12
Powerlaw,AHCFA,9,12,122,10
Powerlaw,AHCFA,10,1,8,8
Powerlaw,AHCFA,10,2,17,9
Powerlaw,AHCFA,10,3,26,9
Powerlaw,AHCFA,10,4,30,4
Powerlaw,AHCFA,10,5,41,11
Powerlaw,AHCFA,10,6,49,8
Powerlaw,AHCFA,10,7,55,6
Powerlaw,AHCFA,10,8,59,4
Powerlaw,AHCFA,10,9,62,3
Powerlaw,AHCFA,10,10,66,4
Powerlaw,AHCFA,10,11,71,5
Powerlaw,AHCFA,10,12,81,10
Powerlaw,AHCFA,11,1,8,8
Powerlaw,AHCFA,11,2,18,10
Powerlaw,AHCFA,11,3,25,7
Powerlaw,AHCFA,11,4,30,5
Powerlaw,AHCFA,11,5,34,4
Powerlaw,AHCFA,11,6,44,10
Powerlaw,AHCFA,11,7,56,12
Powerlaw,AHCFA,11,8,66,10
Powerlaw,AHCFA,11,9,77,11
Powerlaw,AHCFA,11,10,92,15
Powerlaw,AHCFA,11,11,102,10
Powerlaw,AHCFA,11,12,110,8
Powerlaw,AHCFA,12,1,9,9
Powerlaw,AHCFA,12,2,19,10
Powerlaw,AHCFA,12,3,21,2
Powerlaw,AHCFA,12,4,26,5
Powerlaw,AHCFA,12,5,34,8
Powerlaw,AHCFA,12,6,39,5
Powerlaw,AHCFA,12,7,46,7
Powerlaw,AHCFA,12,8,52,6
Powerlaw,AHCFA,12,9,60,8
Powerlaw,AHCFA,12,10,67,7
Powerlaw,AHCFA,12,11,75,8
Powerlaw,AHCFA,12,12,84,9
Powerlaw,AHCFA,13,1,6,6
Powerlaw,AHCFA,13,2,15,9
Powerlaw,AHCFA,13,3,23,8
Powerlaw,AHCFA,13,4,25,2
Powerlaw,AHCFA,13,5,32,7
Powerlaw,AHCFA,13,6,41,9
Powerlaw,AHCFA,13,7,47,6
Powerlaw,AHCFA,13,8,56,9
Powerlaw,AHCFA,13,9,64,8
Powerlaw,AHCFA,13,10,68,4
Powerlaw,AHCFA,13,11,76,8
Powerlaw,AHCFA,13,12,85,9
Powerlaw,AHCFA,14,1,7,7
Powerlaw,AHCFA,14,2,18,11
Powerlaw,AHCFA,14,3,21,3
Powerlaw,AHCFA,14,4,27,6
Powerlaw,AHCFA,14,5,32,5
Powerlaw,AHCFA,14,6,35,3
Powerlaw,AHCFA,14,7,41,6
Powerlaw,AHCFA,14,8,46,5
Powerlaw,AHCFA,14,9,52,6
Powerlaw,AHCFA,14,10,56,4
Powerlaw,AHCFA,14,11,62,6
Powerlaw,AHCFA,14,12,66,4
Powerlaw,AHCFA,15,1,8,8
Powerlaw,AHCFA,15,2,20,12
Powerlaw,AHCFA,15,3,33,13
Powerlaw,AHCFA,15,4,45,12
Powerlaw,AHCFA,15,5,55,10
Powerlaw,AHCFA,15,6,67,12
Powerlaw,AHCFA,15,7,80,13
Powerlaw,AHCFA,15,8,90,10
Powerlaw,AHCFA,15,9,99,9
Powerlaw,AHCFA,15,10,109,10
Powerlaw,AHCFA,15,11,119,10
Powerlaw,AHCFA,15,12,129,10
Powerlaw,AHCFA,16,1,9,9
Powerlaw,AHCFA,16,2,18,9
Powerlaw,AHCFA,16,3,27,9
Powerlaw,AHCFA,16,4,40,13
Powerlaw,AHCFA,16,5,52,12
Powerlaw,AHCFA,16,6,59,7
Powerlaw,AHCFA,16,7,67,8
Powerlaw,AHCFA,16,8,73,6
Powerlaw,AHCFA,16,9,75,2
Powerlaw,AHCFA,16,10,75,0
Powerlaw,AHCFA,16,11,77,2
Powerlaw,AHCFA,16,12,80,3
Powerlaw,AHCFA,17,1,9,9
Powerlaw,AHCFA,17,2,18,9
Powerlaw,AHCFA,17,3,21,3
Powerlaw,AHCFA,17,4,29,8
Powerlaw,AHCFA,17,5,40,11
Powerlaw,AHCFA,17,6,51,11
Powerlaw,AHCFA,17,7,61,10
Powerlaw,AHCFA,17,8,68,7
Powerlaw,AHCFA,17,9,75,7
Powerlaw,AHCFA,17,10,87,12
Powerlaw,AHCFA,17,11,98,11
Powerlaw,AHCFA,17,12,107,9
Powerlaw,AHCFA,18,1,8,8
Powerlaw,AHCFA,18,2,21,13
Powerlaw,AHCFA,18,3,30,9
Powerlaw,AHCFA,18,4,42,12
Powerlaw,AHCFA,18,5,52,10
Powerlaw,AHCFA,18,6,66,14
Powerlaw,AHCFA,18,7,77,11
Powerlaw,AHCFA,18,8,88,11
Powerlaw,AHCFA,18,9,100,12
Powerlaw,AHCFA,18,10,109,9
Powerlaw,AHCFA,18,11,121,12
Powerlaw,AHCFA,18,12,129,8
Powerlaw,AHCFA,19,1,10,10
Powerlaw,AHCFA,19,2,25,15
Powerlaw,AHCFA,19,3,39,14
Powerlaw,AHCFA,19,4,49,10
Powerlaw,AHCFA,19,5,61,12
Powerlaw,AHCFA,19,6,65,4
Powerlaw,AHCFA,19,7,66,1
Powerlaw,AHCFA,19,8,66,0
Powerlaw,AHCFA,19,9,67,1
Powerlaw,AHCFA,19,10,70,3
Powerlaw,AHCFA,19,11,73,3
Powerlaw,AHCFA,19,12,74,1
Powerlaw,AHCFA,20,1,6,6
Powerlaw,AHCFA,20,2,13,7
Powerlaw,AHCFA,20,3,22,9
Powerlaw,AHCFA,20,4,30,8
Powerlaw,AHCFA,20,5,41,11
Powerlaw,AHCFA,20,6,53,12
Powerlaw,AHCFA,20,7,63,10
Powerlaw,AHCFA,20,8,72,9
Powerlaw,AHCFA,20,9,82,10
Powerlaw,AHCFA,20,10,88,6
Powerlaw,AHCFA,20,11,93,5
Powerlaw,AHCFA,20,12,103,10
Powerlaw,AHCFA,21,1,6,6
Powerlaw,AHCFA,21,2,16,10
Powerlaw,AHCFA,21,3,23,7
Powerlaw,AHCFA,21,4,27,4
Powerlaw,AHCFA,21,5,33,6
Powerlaw,AHCFA,21,6,38,5
Powerlaw,AHCFA,21,7,43,5
Powerlaw,AHCFA,21,8,54,11
Powerlaw,AHCFA,21,9,62,8
Powerlaw,AHCFA,21,10,68,6
Powerlaw,AHCFA,21,11,76,8
Powerlaw,AHCFA,21,12,79,3
Powerlaw,AHCFA,22,1,8,8
Powerlaw,AHCFA,22,2,19,11
Powerlaw,AHCFA,22,3,29,10
Powerlaw,AHCFA,22,4,32,3
Powerlaw,AHCFA,22,5,37,5
Powerlaw,AHCFA,22,6,42,5
Powerlaw,AHCFA,22,7,50,8
Powerlaw,AHCFA,22,8,55,5
Powerlaw,AHCFA,22,9,59,4
Powerlaw,AHCFA,22,10,64,5
Powerlaw,AHCFA,22,11,69,5
Powerlaw,AHCFA,22,12,81,12
Powerlaw,AHCFA,23,1,6,6
Powerlaw,AHCFA,23,2,16,10
Powerlaw,AHCFA,23,3,20,4
Powerlaw,AHCFA,23,4,28,8
Powerlaw,AHCFA,23,5,33,5
Powerlaw,AHCFA,23,6,39,6
Powerlaw,AHCFA,23,7,44,5
Powerlaw,AHCFA,23,8,46,2
Powerlaw,AHCFA,23,9,50,4
Powerlaw,AHCFA,23,10,52,2
Powerlaw,AHCFA,23,11,57,5
Powerlaw,AHCFA,23,12,62,5
Powerlaw,AHCFA,24,1,6,6
Powerlaw,AHCFA,24,2,12,6
Powerlaw,AHCFA,24,3,17,5
Powerlaw,AHCFA,24,4,20,3
Powerlaw,AHCFA,24,5,22,2
Powerlaw,AHCFA,24,6,28,6
Powerlaw,AHCFA,24,7,35,7
Powerlaw,AHCFA,24,8,38,3
Powerlaw,AHCFA,24,9,45,7
Powerlaw,AHCFA,24,10,55,10
Powerlaw,AHCFA,24,11,68,13
Powerlaw,AHCFA,24,12,82,14
Powerlaw,AHCFA,25,1,8,8
Powerlaw,AHCFA,25,2,15,7
Powerlaw,AHCFA,25,3,25,10
Powerlaw,AHCFA,25,4,35,10
Powerlaw,AHCFA,25,5,41,6
Powerlaw,AHCFA,25,6,47,6
Powerlaw,AHCFA,25,7,52,5
Powerlaw,AHCFA,25,8,56,4
Powerlaw,AHCFA,25,9,60,4
Powerlaw,AHCFA,25,10,63,3
Powerlaw,AHCFA,25,11,69,6
Powerlaw,AHCFA,25,12,74,5
Powerlaw,AHCFA,26,1,6,6
Powerlaw,AHCFA,26,2,11,5
Powerlaw,AHCFA,26,3,16,5
Powerlaw,AHCFA,26,4,21,5
Powerlaw,AHCFA,26,5,26,5
Powerlaw,AHCFA,26,6,34,8
Powerlaw,AHCFA,26,7,44,10
Powerlaw,AHCFA,26,8,55,11
Powerlaw,AHCFA,26,9,66,11
Powerlaw,AHCFA,26,10,80,14
Powerlaw,AHCFA,26,11,92,12
Powerlaw,AHCFA,26,12,104,12
Powerlaw,AHCFA,27,1,7,7
Powerlaw,AHCFA,27,2,13,6
Powerlaw,AHCFA,27,3,18,5
Powerlaw,AHCFA,27,4,25,7
Powerlaw,AHCFA,27,5,30,5
Powerlaw,AHCFA,27,6,36,6
Powerlaw,AHCFA,27,7,46,10
Powerlaw,AHCFA,27,8,53,7
Powerlaw,AHCFA,27,9,61,8
Powerlaw,AHCFA,27,10,68,7
Powerlaw,AHCFA,27,11,78,10
Powerlaw,AHCFA,27,12,87,9
Powerlaw,AHCFA,28,1,8,8
Powerlaw,AHCFA,28,2,11,3
Powerlaw,AHCFA,28,3,17,6
Powerlaw,AHCFA,28,4,23,6
Powerlaw,AHCFA,28,5,26,3
Powerlaw,AHCFA,28,6,29,3
Powerlaw,AHCFA,28,7,34,5
Powerlaw,AHCFA,28,8,43,9
Powerlaw,AHCFA,28,9,52,9
Powerlaw,AHCFA,28,10,60,8
Powerlaw,AHCFA,28,11,66,6
Powerlaw,AHCFA,28,12,71,5
Powerlaw,AHCFA,29,1,8,8
Powerlaw,AHCFA,29,2,17,9
Powerlaw,AHCFA,29,3,25,8
Powerlaw,AHCFA,29,4,29,4
Powerlaw,AHCFA,29,5,34,5
Powerlaw,AHCFA,29,6,40,6
Powerlaw,AHCFA,29,7,46,6
Powerlaw,AHCFA,29,8,53,7
Powerlaw,AHCFA,29,9,59,6
Powerlaw,AHCFA,29,10,67,8
Powerlaw,AHCFA,29,11,77,10
Powerlaw,AHCFA,29,12,86,9
Powerlaw,AHCFA,30,1,8,8
Powerlaw,AHCFA,30,2,12,4
Powerlaw,AHCFA,30,3,18,6
Powerlaw,AHCFA,30,4,22,4
Powerlaw,AHCFA,30,5,26,4
Powerlaw,AHCFA,30,6,32,6
Powerlaw,AHCFA,30,7,37,5
Powerlaw,AHCFA,30,8,43,6
Powerlaw,AHCFA,30,9,47,4
Powerlaw,AHCFA,30,10,52,5
Powerlaw,AHCFA,30,11,55,3
Powerlaw,AHCFA,30,12,61,6
Powerlaw,AHCFA,31,1,7,7
Powerlaw,AHCFA,31,2,21,14
Powerlaw,AHCFA,31,3,28,7
Powerlaw,AHCFA,31,4,36,8
Powerlaw,AHCFA,31,5,43,7
Powerlaw,AHCFA,31,6,54,11
Powerlaw,AHCFA,31,7,60,6
Powerlaw,AHCFA,31,8,67,7
Powerlaw,AHCFA,31,9,69,2
Powerlaw,AHCFA,31,10,79,10
Powerlaw,AHCFA,31,11,86,7
Powerlaw,AHCFA,31,12,92,6
Powerlaw,AHCFA,32,1,6,6
Powerlaw,AHCFA,32,2,17,11
Powerlaw,AHCFA,32,3,23,6
Powerlaw,AHCFA,32,4,30,7
Powerlaw,AHCFA,32,5,38,8
Powerlaw,AHCFA,32,6,50,12
Powerlaw,AHCFA,32,7,57,7
Powerlaw,AHCFA,32,8,65,8
Powerlaw,AHCFA,32,9,73,8
Powerlaw,AHCFA,32,10,74,1
Powerlaw,AHCFA,32,11,76,2
Powerlaw,AHCFA,32,12,77,1
Powerlaw,AHCFA,33,1,9,9
Powerlaw,AHCFA,33,2,19,10
Powerlaw,AHCFA,33,3,24,5
Powerlaw,AHCFA,33,4,32,8
Powerlaw,AHCFA,33,5,35,3
Powerlaw,AHCFA,33,6,41,6
Powerlaw,AHCFA,33,7,44,3
Powerlaw,AHCFA,33,8,50,6
Powerlaw,AHCFA,33,9,55,5
Powerlaw,AHCFA,33,10,62,7
Powerlaw,AHCFA,33,11,67,5
Powerlaw,AHCFA,33,12,74,7
Powerlaw,AHCFA,34,1,8,8
Powerlaw,AHCFA,34,2,15,7
Powerlaw,AHCFA,34,3,22,7
Powerlaw,AHCFA,34,4,29,7
Powerlaw,AHCFA,34,5,35,6
Powerlaw,AHCFA,34,6,42,7
Powerlaw,AHCFA,34,7,45,3
Powerlaw,AHCFA,34,8,52,7
Powerlaw,AHCFA,34,9,59,7
Powerlaw,AHCFA,34,10,71,12
Powerlaw,AHCFA,34,11,80,9
Powerlaw,AHCFA,34,12,92,12
Powerlaw,AHCFA,35,1,9,9
Powerlaw,AHCFA,35,2,15,6
Powerlaw,AHCFA,35,3,24,9
Powerlaw,AHCFA,35,4,29,5
Powerlaw,AHCFA,35,5,33,4
Powerlaw,AHCFA,35,6,39,6
Powerlaw,AHCFA,35,7,47,8
Powerlaw,AHCFA,35,8,58,11
Powerlaw,AHCFA,35,9,72,14
Powerlaw,AHCFA,35,10,82,10
Powerlaw,AHCFA,35,11,93,11
Powerlaw,AHCFA,35,12,105,12
Powerlaw,AHCFA,36,1,5,5
Powerlaw,AHCFA,36,2,18,13
Powerlaw,AHCFA,36,3,23,5
Powerlaw,AHCFA,36,4,31,8
Powerlaw,AHCFA,36,5,41,10
Powerlaw,AHCFA,36,6,52,11
Powerlaw,AHCFA,36,7,62,10
Powerlaw,AHCFA,36,8,74,12
Powerlaw,AHCFA,36,9,84,10
Powerlaw,AHCFA,36,10,96,12
Powerlaw,AHCFA,36,11,105,9
Powerlaw,AHCFA,36,12,114,9
Powerlaw,AHCFA,37,1,9,9
Powerlaw,AHCFA,37,2,24,15
Powerlaw,AHCFA,37,3,35,11
Powerlaw,AHCFA,37,4,43,8
Powerlaw,AHCFA,37,5,49,6
Powerlaw,AHCFA,37,6,59,10
Powerlaw,AHCFA,37,7,63,4
Powerlaw,AHCFA,37,8,67,4
Powerlaw,AHCFA,37,9,77,10
Powerlaw,AHCFA,37,10,90,13
Powerlaw,AHCFA,37,11,99,9
Powerlaw,AHCFA,37,12,112,13
Powerlaw,AHCFA,38,1,8,8
Powerlaw,AHCFA,38,2,20,12
Powerlaw,AHCFA,38,3,28,8
Powerlaw,AHCFA,38,4,32,4
Powerlaw,AHCFA,38,5,36,4
Powerlaw,AHCFA,38,6,40,4
Powerlaw,AHCFA,38,7,45,5
Powerlaw,AHCFA,38,8,47,2
Powerlaw,AHCFA,38,9,51,4
Powerlaw,AHCFA,38,10,53,2
Powerlaw,AHCFA,38,11,61,8
Powerlaw,AHCFA,38,12,72,11
Powerlaw,AHCFA,39,1,9,9
Powerlaw,AHCFA,39,2,24,15
Powerlaw,AHCFA,39,3,35,11
Powerlaw,AHCFA,39,4,44,9
Powerlaw,AHCFA,39,5,50,6
Powerlaw,AHCFA,39,6,58,8
Powerlaw,AHCFA,39,7,63,5
Powerlaw,AHCFA,39,8,66,3
Powerlaw,AHCFA,39,9,71,5
Powerlaw,AHCFA,39,10,77,6
Powerlaw,AHCFA,39,11,83,6
Powerlaw,AHCFA,39,12,87,4
Powerlaw,AHCFA,40,1,9,9
Powerlaw,AHCFA,40,2,16,7
Powerlaw,AHCFA,40,3,22,6
Powerlaw,AHCFA,40,4,30,8
Powerlaw,AHCFA,40,5,42,12
Powerlaw,AHCFA,40,6,46,4
Powerlaw,AHCFA,40,7,53,7
Powerlaw,AHCFA,40,8,61,8
Powerlaw,AHCFA,40,9,71,10
Powerlaw,AHCFA,40,10,82,11
Powerlaw,AHCFA,40,11,94,12
Powerlaw,AHCFA,40,12,101,7
Powerlaw,AHCFA,41,1,7,7
Powerlaw,AHCFA,41,2,16,9
Powerlaw,AHCFA,41,3,23,7
Powerlaw,AHCFA,41,4,28,5
Powerlaw,AHCFA,41,5,33,5
Powerlaw,AHCFA,41,6,39,6
Powerlaw,AHCFA,41,7,50,11
Powerlaw,AHCFA,41,8,63,13
Powerlaw,AHCFA,41,9,72,9
Powerlaw,AHCFA,41,10,82,10
Powerlaw,AHCFA,41,11,94,12
Powerlaw,AHCFA,41,12,105,11
Powerlaw,AHCFA,42,1,11,11
Powerlaw,AHCFA,42,2,21,10
Powerlaw,AHCFA,42,3,27,6
Powerlaw,AHCFA,42,4,31,4
Powerlaw,AHCFA,42,5,35,4
Powerlaw,AHCFA,42,6,40,5
Powerlaw,AHCFA,42,7,45,5
Powerlaw,AHCFA,42,8,50,5
Powerlaw,AHCFA,42,9,56,6
Powerlaw,AHCFA,42,10,62,6
Powerlaw,AHCFA,42,11,65,3
Powerlaw,AHCFA,42,12,67,2
Powerlaw,AHCFA,43,1,4,4
Powerlaw,AHCFA,43,2,11,7
Powerlaw,AHCFA,43,3,16,5
Powerlaw,AHCFA,43,4,20,4
Powerlaw,AHCFA,43,5,25,5
Powerlaw,AHCFA,43,6,31,6
Powerlaw,AHCFA,43,7,41,10
Powerlaw,AHCFA,43,8,47,6
Powerlaw,AHCFA,43,9,56,9
Powerlaw,AHCFA,43,10,62,6
Powerlaw,AHCFA,43,11,68,6
Powerlaw,AHCFA,43,12,73,5
Powerlaw,AHCFA,44,1,6,6
Powerlaw,AHCFA,44,2,13,7
Powerlaw,AHCFA,44,3,19,6
Powerlaw,AHCFA,44,4,27,8
Powerlaw,AHCFA,44,5,39,12
Powerlaw,AHCFA,44,6,52,13
Powerlaw,AHCFA,44,7,62,10
Powerlaw,AHCFA,44,8,72,10
Powerlaw,AHCFA,44,9,82,10
Powerlaw,AHCFA,44,10,89,7
Powerlaw,AHCFA,44,11,97,8
Powerlaw,AHCFA,44,12,109,12
Powerlaw,AHCFA,45,1,13,13
Powerlaw,AHCFA,45,2,23,10
Powerlaw,AHCFA,45,3,37,14
Powerlaw,AHCFA,45,4,48,11
Powerlaw,AHCFA,45,5,59,11
Powerlaw,AHCFA,45,6,65,6
Powerlaw,AHCFA,45,7,75,10
Powerlaw,AHCFA,45,8,86,11
Powerlaw,AHCFA,45,9,99,13
Powerlaw,AHCFA,45,10,109,10
Powerlaw,AHCFA,45,11,117,8
Powerlaw,AHCFA,45,12,124,7
Powerlaw,AHCFA,46,1,8,8
Powerlaw,AHCFA,46,2,15,7
Powerlaw,AHCFA,46,3,26,11
Powerlaw,AHCFA,46,4,35,9
Powerlaw,AHCFA,46,5,43,8
Powerlaw,AHCFA,46,6,48,5
Powerlaw,AHCFA,46,7,49,1
Powerlaw,AHCFA,46,8,55,6
Powerlaw,AHCFA,46,9,59,4
Powerlaw,AHCFA,46,10,62,3
Powerlaw,AHCFA,46,11,64,2
Powerlaw,AHCFA,46,12,67,3
Powerlaw,AHCFA,47,1,9,9
Powerlaw,AHCFA,47,2,14,5
Powerlaw,AHCFA,47,3,22,8
Powerlaw,AHCFA,47,4,25,3
Powerlaw,AHCFA,47,5,31,6
Powerlaw,AHCFA,47,6,36,5
Powerlaw,AHCFA,47,7,40,4
Powerlaw,AHCFA,47,8,44,4
Powerlaw,AHCFA,47,9,56,12
Powerlaw,AHCFA,47,10,65,9
Powerlaw,AHCFA,47,11,78,13
Powerlaw,AHCFA,47,12,89,11
Powerlaw,AHCFA,48,1,5,5
Powerlaw,AHCFA,48,2,11,6
Powerlaw,AHCFA,48,3,14,3
Powerlaw,AHCFA,48,4,19,5
Powerlaw,AHCFA,48,5,26,7
Powerlaw,AHCFA,48,6,33,7
Powerlaw,AHCFA,48,7,45,12
Powerlaw,AHCFA,48,8,57,12
Powerlaw,AHCFA,48,9,71,14
Powerlaw,AHCFA,48,10,80,9
Powerlaw,AHCFA,48,11,91,11
Powerlaw,AHCFA,48,12,105,14
Powerlaw,AHCFA,49,1,10,10
Powerlaw,AHCFA,49,2,18,8
Powerlaw,AHCFA,49,3,22,4
Powerlaw,AHCFA,49,4,28,6
Powerlaw,AHCFA,49,5,33,5
Powerlaw,AHCFA,49,6,36,3
Powerlaw,AHCFA,49,7,42,6
Powerlaw,AHCFA,49,8,47,5
Powerlaw,AHCFA,49,9,52,5
Powerlaw,AHCFA,49,10,58,6
Powerlaw,AHCFA,49,11,69,11
Powerlaw,AHCFA,49,12,79,10
Powerlaw,AHCFA,50,1,8,8
Powerlaw,AHCFA,50,2,17,9
Powerlaw,AHCFA,50,3,20,3
Powerlaw,AHCFA,50,4,28,8
Powerlaw,AHCFA,50,5,35,7
Powerlaw,AHCFA,50,6,45,10
Powerlaw,AHCFA,50,7,54,9
Powerlaw,AHCFA,50,8,63,9
Powerlaw,AHCFA,50,9,72,9
Powerlaw,AHCFA,50,10,81,9
Powerlaw,AHCFA,50,11,92,11
Powerlaw,AHCFA,50,12,103,11
Clustered,CPFA,1,1,5,5
Clustered,CPFA,1,2,13,8
Clustered,CPFA,1,3,22,9
Clustered,CPFA,1,4,28,6
Clustered,CPFA,1,5,34,6
Clustered,CPFA,1,6,45,11
Clustered,CPFA,1,7,51,6
Clustered,CPFA,1,8,53,2
Clustered,CPFA,1,9,63,10
Clustered,CPFA,1,10,69,6
Clustered,CPFA,1,11,77,8
Clustered,CPFA,1,12,78,1
Clustered,CPFA,2,1,7,7
Clustered,CPFA,2,2,12,5
Clustered,CPFA,2,3,20,8
Clustered,CPFA,2,4,27,7
Clustered,CPFA,2,5,36,9
Clustered,CPFA,2,6,44,8
Clustered,CPFA,2,7,48,4
Clustered,CPFA,2,8,53,5
Clustered,CPFA,2,9,62,9
Clustered,CPFA,2,10,66,4
Clustered,CPFA,2,11,72,6
Clustered,CPFA,2,12,77,5
Clustered,CPFA,3,1,3,3
Clustered,CPFA,3,2,10,7
Clustered,CPFA,3,3,17,7
Clustered,CPFA,3,4,23,6
Clustered,CPFA,3,5,29,6
Clustered,CPFA,3,6,37,8
Clustered,CPFA,3,7,42,5
Clustered,CPFA,3,8,52,10
Clustered,CPFA,3,9,61,9
Clustered,CPFA,3,10,68,7
Clustered,CPFA,3,11,71,3
Clustered,CPFA,3,12,79,8
Clustered,CPFA,4,1,4,4
Clustered,CPFA,4,2,9,5
Clustered,CPFA,4,3,21,12
Clustered,CPFA,4,4,29,8
Clustered,CPFA,4,5,32,3
Clustered,CPFA,4,6,39,7
Clustered,CPFA,4,7,48,9
Clustered,CPFA,4,8,57,9
Clustered,CPFA,4,9,64,7
Clustered,CPFA,4,10,70,6
Clustered,CPFA,4,11,74,4
Clustered,CPFA,4,12,84,10
Clustered,CPFA,5,1,9,9
Clustered,CPFA,5,2,19,10
Clustered,CPFA,5,3,26,7
Clustered,CPFA,5,4,32,6
Clustered,CPFA,5,5,39,7
Clustered,CPFA,5,6,48,9
Clustered,CPFA,5,7,56,8
Clustered,CPFA,5,8,66,10
Clustered,CPFA,5,9,73,7
Clustered,CPFA,5,10,77,4
Clustered,CPFA,5,11,80,3
Clustered,CPFA,5,12,83,3
