distribution,algorithm,seed,minute,cumulative_score,minute_score
Clustered,CPFA,6,1,3,3
Clustered,CPFA,6,2,8,5
Clustered,CPFA,6,3,14,6
Clustered,CPFA,6,4,20,6
Clustered,CPFA,6,5,26,6
Clustered,CPFA,6,6,30,4
Clustered,CPFA,6,7,38,8
Clustered,CPFA,6,8,42,4
Clustered,CPFA,6,9,47,5
Clustered,CPFA,6,10,52,5
Clustered,CPFA,6,11,57,5
Clustered,CPFA,6,12,64,7
Clustered,CPFA,7,1,8,8
Clustered,CPFA,7,2,18,10
Clustered,CPFA,7,3,23,5
Clustered,CPFA,7,4,33,10
Clustered,CPFA,7,5,41,8
Clustered,CPFA,7,6,45,4
Clustered,CPFA,7,7,51,6
Clustered,CPFA,7,8,58,7
Clustered,CPFA,7,9,70,12
Clustered,CPFA,7,10,78,8
Clustered,CPFA,7,11,84,6
Clustered,CPFA,7,12,92,8
Clustered,CPFA,8,1,3,3
Clustered,CPFA,8,2,12,9
Clustered,CPFA,8,3,17,5
Clustered,CPFA,8,4,19,2
Clustered,CPFA,8,5,22,3
Clustered,CPFA,8,6,26,4
Clustered,CPFA,8,7,26,0
Clustered,CPFA,8,8,30,4
Clustered,CPFA,8,9,31,1
Clustered,CPFA,8,10,33,2
Clustered,CPFA,8,11,36,3
Clustered,CPFA,8,12,38,2
Clustered,CPFA,9,1,5,5
Clustered,CPFA,9,2,9,4
Clustered,CPFA,9,3,19,10
Clustered,CPFA,9,4,24,5
Clustered,CPFA,9,5,31,7
Clustered,CPFA,9,6,37,6
Clustered,CPFA,9,7,44,7
Clustered,CPFA,9,8,49,5
Clustered,CPFA,9,9,58,9
Clustered,CPFA,9,10,63,5
Clustered,CPFA,9,11,67,4
Clustered,CPFA,9,12,73,6
Clustered,CPFA,10,1,3,3
Clustered,CPFA,10,2,8,5
Clustered,CPFA,10,3,15,7
Clustered,CPFA,10,4,19,4
Clustered,CPFA,10,5,25,6
Clustered,CPFA,10,6,30,5
Clustered,CPFA,10,7,37,7
Clustered,CPFA,10,8,44,7
Clustered,CPFA,10,9,51,7
Clustered,CPFA,10,10,54,3
Clustered,CPFA,10,11,59,5
Clustered,CPFA,10,12,64,5
Clustered,CPFA,11,1,4,4
Clustered,CPFA,11,2,10,6
Clustered,CPFA,11,3,20,10
Clustered,CPFA,11,4,25,5
Clustered,CPFA,11,5,30,5
Clustered,CPFA,11,6,37,7
Clustered,CPFA,11,7,46,9
Clustered,CPFA,11,8,52,6
Clustered,CPFA,11,9,58,6
Clustered,CPFA,11,10,63,5
Clustered,CPFA,11,11,68,5
Clustered,CPFA,11,12,76,8
Clustered,CPFA,12,1,10,10
Clustered,CPFA,12,2,17,7
Clustered,CPFA,12,3,21,4
Clustered,CPFA,12,4,27,6
Clustered,CPFA,12,5,32,5
Clustered,CPFA,12,6,39,7
Clustered,CPFA,12,7,45,6
Clustered,CPFA,12,8,51,6
Clustered,CPFA,12,9,55,4
Clustered,CPFA,12,10,61,6
Clustered,CPFA,12,11,64,3
Clustered,CPFA,12,12,69,5
Clustered,CPFA,13,1,5,5
Clustered,CPFA,13,2,13,8
Clustered,CPFA,13,3,23,10
Clustered,CPFA,13,4,30,7
Clustered,CPFA,13,5,41,11
Clustered,CPFA,13,6,50,9
Clustered,CPFA,13,7,55,5
Clustered,CPFA,13,8,61,6
Clustered,CPFA,13,9,63,2
Clustered,CPFA,13,10,70,7
Clustered,CPFA,13,11,81,11
Clustered,CPFA,13,12,87,6
Clustered,CPFA,14,1,8,8
Clustered,CPFA,14,2,16,8
Clustered,CPFA,14,3,23,7
Clustered,CPFA,14,4,33,10
Clustered,CPFA,14,5,37,4
Clustered,CPFA,14,6,44,7
Clustered,CPFA,14,7,51,7
Clustered,CPFA,14,8,59,8
Clustered,CPFA,14,9,64,5
Clustered,CPFA,14,10,71,7
Clustered,CPFA,14,11,76,5
Clustered,CPFA,14,12,79,3
Clustered,CPFA,15,1,2,2
Clustered,CPFA,15,2,8,6
Clustered,CPFA,15,3,13,5
Clustered,CPFA,15,4,20,7
Clustered,CPFA,15,5,28,8
Clustered,CPFA,15,6,32,4
Clustered,CPFA,15,7,40,8
Clustered,CPFA,15,8,47,7
Clustered,CPFA,15,9,52,5
Clustered,CPFA,15,10,58,6
Clustered,CPFA,15,11,63,5
Clustered,CPFA,15,12,71,8
Clustered,CPFA,16,1,5,5
Clustered,CPFA,16,2,17,12
Clustered,CPFA,16,3,29,12
Clustered,CPFA,16,4,43,14
Clustered,CPFA,16,5,52,9
Clustered,CPFA,16,6,62,10
Clustered,CPFA,16,7,73,11
Clustered,CPFA,16,8,79,6
Clustered,CPFA,16,9,86,7
Clustered,CPFA,16,10,93,7
Clustered,CPFA,16,11,102,9
Clustered,CPFA,16,12,109,7
Clustered,CPFA,17,1,5,5
Clustered,CPFA,17,2,9,4
Clustered,CPFA,17,3,15,6
Clustered,CPFA,17,4,17,2
Clustered,CPFA,17,5,18,1
Clustered,CPFA,17,6,19,1
Clustered,CPFA,17,7,20,1
Clustered,CPFA,17,8,22,2
Clustered,CPFA,17,9,23,1
Clustered,CPFA,17,10,24,1
Clustered,CPFA,17,11,24,0
Clustered,CPFA,17,12,25,1
Clustered,CPFA,18,1,3,3
Clustered,CPFA,18,2,9,6
Clustered,CPFA,18,3,16,7
Clustered,CPFA,18,4,26,10
Clustered,CPFA,18,5,32,6
Clustered,CPFA,18,6,40,8
Clustered,CPFA,18,7,46,6
Clustered,CPFA,18,8,52,6
Clustered,CPFA,18,9,59,7
Clustered,CPFA,18,10,67,8
Clustered,CPFA,18,11,70,3
Clustered,CPFA,18,12,74,4
Clustered,CPFA,19,1,3,3
Clustered,CPFA,19,2,9,6
Clustered,CPFA,19,3,17,8
Clustered,CPFA,19,4,24,7
Clustered,CPFA,19,5,32,8
Clustered,CPFA,19,6,38,6
Clustered,CPFA,19,7,43,5
Clustered,CPFA,19,8,49,6
Clustered,CPFA,19,9,57,8
Clustered,CPFA,19,10,62,5
Clustered,CPFA,19,11,70,8
Clustered,CPFA,19,12,75,5
Clustered,CPFA,20,1,9,9
Clustered,CPFA,20,2,15,6
Clustered,CPFA,20,3,25,10
Clustered,CPFA,20,4,28,3
Clustered,CPFA,20,5,36,8
Clustered,CPFA,20,6,43,7
Clustered,CPFA,20,7,48,5
Clustered,CPFA,20,8,55,7
Clustered,CPFA,20,9,61,6
Clustered,CPFA,20,10,69,8
Clustered,CPFA,20,11,75,6
Clustered,CPFA,20,12,82,7
Clustered,CPFA,21,1,6,6
Clustered,CPFA,21,2,13,7
Clustered,CPFA,21,3,20,7
Clustered,CPFA,21,4,27,7
Clustered,CPFA,21,5,34,7
Clustered,CPFA,21,6,40,6
Clustered,CPFA,21,7,48,8
Clustered,CPFA,21,8,57,9
Clustered,CPFA,21,9,67,10
Clustered,CPFA,21,10,75,8
Clustered,CPFA,21,11,83,8
Clustered,CPFA,21,12,92,9
Clustered,CPFA,22,1,11,11
Clustered,CPFA,22,2,17,6
Clustered,CPFA,22,3,23,6
Clustered,CPFA,22,4,28,5
Clustered,CPFA,22,5,35,7
Clustered,CPFA,22,6,40,5
Clustered,CPFA,22,7,44,4
Clustered,CPFA,22,8,53,9
Clustered,CPFA,22,9,59,6
Clustered,CPFA,22,10,65,6
Clustered,CPFA,22,11,72,7
Clustered,CPFA,22,12,76,4
Clustered,CPFA,23,1,5,5
Clustered,CPFA,23,2,12,7
Clustered,CPFA,23,3,20,8
Clustered,CPFA,23,4,27,7
Clustered,CPFA,23,5,35,8
Clustered,CPFA,23,6,43,8
Clustered,CPFA,23,7,49,6
Clustered,CPFA,23,8,54,5
Clustered,CPFA,23,9,64,10
Clustered,CPFA,23,10,68,4
Clustered,CPFA,23,11,72,4
Clustered,CPFA,23,12,78,6
Clustered,CPFA,24,1,10,10
Clustered,CPFA,24,2,20,10
Clustered,CPFA,24,3,27,7
Clustered,CPFA,24,4,32,5
Clustered,CPFA,24,5,33,1
Clustered,CPFA,24,6,37,4
Clustered,CPFA,24,7,44,7
Clustered,CPFA,24,8,49,5
Clustered,CPFA,24,9,58,9
Clustered,CPFA,24,10,71,13
Clustered,CPFA,24,11,78,7
Clustered,CPFA,24,12,83,5
Clustered,CPFA,25,1,8,8
Clustered,CPFA,25,2,13,5
Clustered,CPFA,25,3,18,5
Clustered,CPFA,25,4,24,6
Clustered,CPFA,25,5,30,6
Clustered,CPFA,25,6,35,5
Clustered,CPFA,25,7,43,8
Clustered,CPFA,25,8,48,5
Clustered,CPFA,25,9,53,5
Clustered,CPFA,25,10,59,6
Clustered,CPFA,25,11,62,3
Clustered,CPFA,25,12,69,7
Clustered,CPFA,26,1,4,4
Clustered,CPFA,26,2,12,8
Clustered,CPFA,26,3,16,4
Clustered,CPFA,26,4,20,4
Clustered,CPFA,26,5,23,3
Clustered,CPFA,26,6,24,1
Clustered,CPFA,26,7,27,3
Clustered,CPFA,26,8,27,0
Clustered,CPFA,26,9,28,1
Clustered,CPFA,26,10,32,4
Clustered,CPFA,26,11,34,2
Clustered,CPFA,26,12,34,0
Clustered,CPFA,27,1,5,5
Clustered,CPFA,27,2,14,9
Clustered,CPFA,27,3,25,11
Clustered,CPFA,27,4,35,10
Clustered,CPFA,27,5,44,9
Clustered,CPFA,27,6,52,8
Clustered,CPFA,27,7,57,5
Clustered,CPFA,27,8,63,6
Clustered,CPFA,27,9,68,5
Clustered,CPFA,27,10,73,5
Clustered,CPFA,27,11,81,8
Clustered,CPFA,27,12,90,9
Clustered,CPFA,28,1,3,3
Clustered,CPFA,28,2,6,3
Clustered,CPFA,28,3,10,4
Clustered,CPFA,28,4,15,5
Clustered,CPFA,28,5,21,6
Clustered,CPFA,28,6,28,7
Clustered,CPFA,28,7,31,3
Clustered,CPFA,28,8,34,3
Clustered,CPFA,28,9,38,4
Clustered,CPFA,28,10,42,4
Clustered,CPFA,28,11,45,3
Clustered,CPFA,28,12,52,7
Clustered,CPFA,29,1,3,3
Clustered,CPFA,29,2,11,8
Clustered,CPFA,29,3,18,7
Clustered,CPFA,29,4,23,5
Clustered,CPFA,29,5,32,9
Clustered,CPFA,29,6,39,7
Clustered,CPFA,29,7,46,7
Clustered,CPFA,29,8,54,8
Clustered,CPFA,29,9,59,5
Clustered,CPFA,29,10,65,6
Clustered,CPFA,29,11,71,6
Clustered,CPFA,29,12,73,2
Clustered,CPFA,30,1,4,4
Clustered,CPFA,30,2,11,7
Clustered,CPFA,30,3,21,10
Clustered,CPFA,30,4,26,5
Clustered,CPFA,30,5,30,4
Clustered,CPFA,30,6,35,5
Clustered,CPFA,30,7,43,8
Clustered,CPFA,30,8,49,6
Clustered,CPFA,30,9,56,7
Clustered,CPFA,30,10,59,3
Clustered,CPFA,30,11,67,8
Clustered,CPFA,30,12,74,7
Clustered,CPFA,31,1,3,3
Clustered,CPFA,31,2,9,6
Clustered,CPFA,31,3,16,7
Clustered,CPFA,31,4,20,4
Clustered,CPFA,31,5,25,5
Clustered,CPFA,31,6,32,7
Clustered,CPFA,31,7,36,4
Clustered,CPFA,31,8,41,5
Clustered,CPFA,31,9,44,3
Clustered,CPFA,31,10,46,2
Clustered,CPFA,31,11,48,2
Clustered,CPFA,31,12,50,2
Clustered,CPFA,32,1,2,2
Clustered,CPFA,32,2,7,5
Clustered,CPFA,32,3,13,6
Clustered,CPFA,32,4,23,10
Clustered,CPFA,32,5,30,7
Clustered,CPFA,32,6,37,7
Clustered,CPFA,32,7,42,5
Clustered,CPFA,32,8,49,7
Clustered,CPFA,32,9,55,6
Clustered,CPFA,32,10,58,3
Clustered,CPFA,32,11,68,10
Clustered,CPFA,32,12,74,6
Clustered,CPFA,33,1,5,5
Clustered,CPFA,33,2,8,3
Clustered,CPFA,33,3,13,5
Clustered,CPFA,33,4,24,11
Clustered,CPFA,33,5,30,6
Clustered,CPFA,33,6,36,6
Clustered,CPFA,33,7,41,5
Clustered,CPFA,33,8,46,5
Clustered,CPFA,33,9,54,8
Clustered,CPFA,33,10,61,7
Clustered,CPFA,33,11,66,5
Clustered,CPFA,33,12,72,6
Clustered,CPFA,34,1,2,2
Clustered,CPFA,34,2,5,3
Clustered,CPFA,34,3,17,12
Clustered,CPFA,34,4,22,5
Clustered,CPFA,34,5,29,7
Clustered,CPFA,34,6,35,6
Clustered,CPFA,34,7,38,3
Clustered,CPFA,34,8,43,5
Clustered,CPFA,34,9,50,7
Clustered,CPFA,34,10,57,7
Clustered,CPFA,34,11,61,4
Clustered,CPFA,34,12,69,8
Clustered,CPFA,35,1,5,5
Clustered,CPFA,35,2,9,4
Clustered,CPFA,35,3,11,2
Clustered,CPFA,35,4,14,3
Clustered,CPFA,35,5,16,2
Clustered,CPFA,35,6,18,2
Clustered,CPFA,35,7,22,4
Clustered,CPFA,35,8,27,5
Clustered,CPFA,35,9,34,7
Clustered,CPFA,35,10,38,4
Clustered,CPFA,35,11,42,4
Clustered,CPFA,35,12,48,6
Clustered,CPFA,36,1,0,0
Clustered,CPFA,36,2,9,9
Clustered,CPFA,36,3,15,6
Clustered,CPFA,36,4,21,6
Clustered,CPFA,36,5,27,6
Clustered,CPFA,36,6,34,7
Clustered,CPFA,36,7,41,7
Clustered,CPFA,36,8,47,6
Clustered,CPFA,36,9,55,8
Clustered,CPFA,36,10,59,4
Clustered,CPFA,36,11,68,9
Clustered,CPFA,36,12,71,3
Clustered,CPFA,37,1,9,9
Clustered,CPFA,37,2,14,5
Clustered,CPFA,37,3,22,8
Clustered,CPFA,37,4,29,7
Clustered,CPFA,37,5,33,4
Clustered,CPFA,37,6,38,5
Clustered,CPFA,37,7,43,5
Clustered,CPFA,37,8,47,4
Clustered,CPFA,37,9,55,8
Clustered,CPFA,37,10,61,6
Clustered,CPFA,37,11,67,6
Clustered,CPFA,37,12,72,5
Clustered,CPFA,38,1,5,5
Clustered,CPFA,38,2,12,7
Clustered,CPFA,38,3,17,5
Clustered,CPFA,38,4,22,5
Clustered,CPFA,38,5,27,5
Clustered,CPFA,38,6,35,8
Clustered,CPFA,38,7,42,7
Clustered,CPFA,38,8,49,7
Clustered,CPFA,38,9,54,5
Clustered,CPFA,38,10,59,5
Clustered,CPFA,38,11,63,4
Clustered,CPFA,38,12,66,3
Clustered,CPFA,39,1,2,2
Clustered,CPFA,39,2,8,6
Clustered,CPFA,39,3,15,7
Clustered,CPFA,39,4,21,6
Clustered,CPFA,39,5,28,7
Clustered,CPFA,39,6,33,5
Clustered,CPFA,39,7,39,6
Clustered,CPFA,39,8,41,2
Clustered,CPFA,39,9,42,1
Clustered,CPFA,39,10,45,3
Clustered,CPFA,39,11,45,0
Clustered,CPFA,39,12,46,1
Clustered,CPFA,40,1,3,3
Clustered,CPFA,40,2,11,8
Clustered,CPFA,40,3,17,6
Clustered,CPFA,40,4,28,11
Clustered,CPFA,40,5,34,6
Clustered,CPFA,40,6,39,5
Clustered,CPFA,40,7,42,3
Clustered,CPFA,40,8,53,11
Clustered,CPFA,40,9,62,9
Clustered,CPFA,40,10,67,5
Clustered,CPFA,40,11,75,8
Clustered,CPFA,40,12,81,6
Clustered,CPFA,41,1,2,2
Clustered,CPFA,41,2,7,5
Clustered,CPFA,41,3,15,8
Clustered,CPFA,41,4,20,5
Clustered,CPFA,41,5,25,5
Clustered,CPFA,41,6,32,7
Clustered,CPFA,41,7,38,6
Clustered,CPFA,41,8,41,3
Clustered,CPFA,41,9,49,8
Clustered,CPFA,41,10,59,10
Clustered,CPFA,41,11,63,4
Clustered,CPFA,41,12,67,4
Clustered,CPFA,42,1,3,3
Clustered,CPFA,42,2,11,8
Clustered,CPFA,42,3,15,4
Clustered,CPFA,42,4,22,7
Clustered,CPFA,42,5,30,8
Clustered,CPFA,42,6,36,6
Clustered,CPFA,42,7,40,4
Clustered,CPFA,42,8,46,6
Clustered,CPFA,42,9,56,10
Clustered,CPFA,42,10,63,7
Clustered,CPFA,42,11,68,5
Clustered,CPFA,42,12,74,6
Clustered,CPFA,43,1,5,5
Clustered,CPFA,43,2,9,4
Clustered,CPFA,43,3,14,5
Clustered,CPFA,43,4,22,8
Clustered,CPFA,43,5,32,10
Clustered,CPFA,43,6,37,5
Clustered,CPFA,43,7,43,6
Clustered,CPFA,43,8,50,7
Clustered,CPFA,43,9,55,5
Clustered,CPFA,43,10,55,0
Clustered,CPFA,43,11,58,3
Clustered,CPFA,43,12,60,2
Clustered,CPFA,44,1,1,1
Clustered,CPFA,44,2,10,9
Clustered,CPFA,44,3,13,3
Clustered,CPFA,44,4,18,5
Clustered,CPFA,44,5,23,5
Clustered,CPFA,44,6,29,6
Clustered,CPFA,44,7,33,4
Clustered,CPFA,44,8,38,5
Clustered,CPFA,44,9,45,7
Clustered,CPFA,44,10,50,5
Clustered,CPFA,44,11,54,4
Clustered,CPFA,44,12,57,3
Clustered,CPFA,45,1,2,2
Clustered,CPFA,45,2,4,2
Clustered,CPFA,45,3,8,4
Clustered,CPFA,45,4,14,6
Clustered,CPFA,45,5,20,6
Clustered,CPFA,45,6,28,8
Clustered,CPFA,45,7,34,6
Clustered,CPFA,45,8,36,2
Clustered,CPFA,45,9,42,6
Clustered,CPFA,45,10,48,6
Clustered,CPFA,45,11,51,3
Clustered,CPFA,45,12,55,4
Clustered,CPFA,46,1,6,6
Clustered,CPFA,46,2,10,4
Clustered,CPFA,46,3,18,8
Clustered,CPFA,46,4,22,4
Clustered,CPFA,46,5,28,6
Clustered,CPFA,46,6,36,8
Clustered,CPFA,46,7,42,6
Clustered,CPFA,46,8,49,7
Clustered,CPFA,46,9,57,8
Clustered,CPFA,46,10,66,9
Clustered,CPFA,46,11,75,9
Clustered,CPFA,46,12,80,5
Clustered,CPFA,47,1,10,10
Clustered,CPFA,47,2,15,5
Clustered,CPFA,47,3,23,8
Clustered,CPFA,47,4,30,7
Clustered,CPFA,47,5,35,5
Clustered,CPFA,47,6,39,4
Clustered,CPFA,47,7,41,2
Clustered,CPFA,47,8,44,3
Clustered,CPFA,47,9,45,1
Clustered,CPFA,47,10,47,2
Clustered,CPFA,47,11,48,1
Clustered,CPFA,47,12,52,4
Clustered,CPFA,48,1,6,6
Clustered,CPFA,48,2,8,2
Clustered,CPFA,48,3,15,7
Clustered,CPFA,48,4,22,7
Clustered,CPFA,48,5,27,5
Clustered,CPFA,48,6,34,7
Clustered,CPFA,48,7,37,3
Clustered,CPFA,48,8,46,9
Clustered,CPFA,48,9,51,5
Clustered,CPFA,48,10,57,6
Clustered,CPFA,48,11,62,5
Clustered,CPFA,48,12,70,8
Clustered,CPFA,49,1,5,5
Clustered,CPFA,49,2,10,5
Clustered,CPFA,49,3,15,5
Clustered,CPFA,49,4,21,6
Clustered,CPFA,49,5,28,7
Clustered,CPFA,49,6,36,8
Clustered,CPFA,49,7,42,6
Clustered,CPFA,49,8,48,6
Clustered,CPFA,49,9,55,7
Clustered,CPFA,49,10,61,6
Clustered,CPFA,49,11,71,10
Clustered,CPFA,49,12,74,3
Clustered,CPFA,50,1,4,4
Clustered,CPFA,50,2,7,3
Clustered,CPFA,50,3,15,8
Clustered,CPFA,50,4,20,5
Clustered,CPFA,50,5,25,5
Clustered,CPFA,50,6,32,7
Clustered,CPFA,50,7,37,5
Clustered,CPFA,50,8,42,5
Clustered,CPFA,50,9,51,9
Clustered,CPFA,50,10,56,5
Clustered,CPFA,50,11,61,5
Clustered,CPFA,50,12,66,5
Clustered,AHCFA,1,1,5,5
Clustered,AHCFA,1,2,13,8
Clustered,AHCFA,1,3,23,10
Clustered,AHCFA,1,4,28,5
Clustered,AHCFA,1,5,35,7
Clustered,AHCFA,1,6,43,8
Clustered,AHCFA,1,7,49,6
Clustered,AHCFA,1,8,55,6
Clustered,AHCFA,1,9,57,2
Clustered,AHCFA,1,10,67,10
Clustered,AHCFA,1,11,75,8
Clustered,AHCFA,1,12,82,7
Clustered,AHCFA,2,1,7,7
Clustered,AHCFA,2,2,12,5
Clustered,AHCFA,2,3,22,10
Clustered,AHCFA,2,4,28,6
Clustered,AHCFA,2,5,36,8
Clustered,AHCFA,2,6,44,8
Clustered,AHCFA,2,7,53,9
Clustered,AHCFA,2,8,62,9
Clustered,AHCFA,2,9,71,9
Clustered,AHCFA,2,10,73,2
Clustered,AHCFA,2,11,81,8
Clustered,AHCFA,2,12,90,9
Clustered,AHCFA,3,1,3,3
Clustered,AHCFA,3,2,10,7
Clustered,AHCFA,3,3,17,7
Clustered,AHCFA,3,4,24,7
Clustered,AHCFA,3,5,30,6
Clustered,AHCFA,3,6,38,8
Clustered,AHCFA,3,7,49,11
Clustered,AHCFA,3,8,55,6
Clustered,AHCFA,3,9,61,6
Clustered,AHCFA,3,10,69,8
Clustered,AHCFA,3,11,74,5
Clustered,AHCFA,3,12,76,2
Clustered,AHCFA,4,1,4,4
Clustered,AHCFA,4,2,9,5
Clustered,AHCFA,4,3,19,10
Clustered,AHCFA,4,4,29,10
Clustered,AHCFA,4,5,38,9
